author,birth_date,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Viola Davis,1965-08-11,,,,,,True
Tyler Kepner,,,,,,,False
Kakifly,,,,,,,False
Darell Hammond,,,,,,,False
Julietta Suzuki,,,,,,,True
Hiroyuki Takei,1972-05-15,,,,,,True
Rachel Van Dyken,,,,,,,False
Shannon Messenger,,,,Fantasy,,,True
Amber Hunt,1978-08-26,,,,,,True
David Batcher,,,,,,,False
John Jackson Miller,,,,,,,True
Robin O'Bryant,,,,,,,False
John Romita Jr,,,,,,,False
Brad Montague,,,,,,,False
Rob Novak,1986-03-20,United States,,,,,True
Karen Rose,,United States,,Romantic_suspense,,,True
Marshall Karp,,,,,,,False
David Grann,1967-03-10,,,,,,True
Adrian Tomine,,,,,,,False
David Brock,1962-07-23,United States,,,,,True
Karuho Shiina,,,,,,,False
Octavia E. Butler,1947-06-22,,2006-02-24,Science_fiction,,,True
Damian Duffy,,,,,,,False
John Jennings,1902-08-27,United Kingdom,1997-04-14,,,,True
Shiro Amano,,,,,,,True
J. Ryan Stradal,,,,,,,False
Kate Jacobs,1959-01-11,United States,,Americana_(music); Folk_music,,,True
Clara Parkes,,,,,,,True
Chanel Miller,,,,,,,False
Mika Brzezinski,1967-05-02,United States,,,,,True
Donald Rumsfeld,,,,,,,False
George Herriman,,,,,,,True
Vicky Ward,,,,,,,True
Kaplan,,,,,,,True
Modern Kid Press,,,,,,,False
Smith John,,,,,,,False
D. J. Steinberg,,,,,,,False
Kazuo Ishiguro,1954-11-08,Nagasaki Prefecture,,,,,True
Knock Knock,,,,,,,True
Rob Elliott,,,,,,,True
Paul Kent,1972-03-29,New Zealand,,,,,True
Lauren Conrad,1986-02-01,United States,,,,,True
Hope Jahren,,,,,,,False
Joyce Maynard,1953-11-05,,,True_crime,,,True
Maya Soetoro-Ng,1970-08-15,Indonesia,,,,,True
Ramin Setoodeh,,,,,,,False
The Countess of Carnarvon,1876-04-14,United Kingdom,1969-05-08,,,,True
the Countess of Carnarvon,,,,,,,False
Lady Gaga,,,,,,,True
Terry Richardson,,,,,,,True
David Soman,,,,,,,False
Jacky Davis,,,,,,,False
Libba Bray,1964-03-11,United States,,,,,True
Stephan Pastis,,,,,,,True
Ivan Doig,,,,,,,False
William Manchester,1922-04-01,,2004-06-01,,,,True
Paul Reid,,Republic of Ireland,,,,,True
Matt de la Peña,,United States,,Young_adult_fiction,,,True
Peter B. Gillis,,,,,,,True
Renae DeLiz,,,,,,,False
Jeff Walker,,,,,,,False
Elise Loehnen,,,,,,,False
Paul M. Barrett,,,,,,,False
Lora Leigh,1965-03-06,United States,,Erotic; Fantasy; Romance_novel,,,True
Scott Anderson,1990-02-18,United States,,,,,True
Stacey Abrams,1973-12-09,United States,,,,,True
Orrin Woodward,,,,,,,False
Oliver DeMille,,,,,,,True
Doris Kearns Goodwin,,,,,,,False
Geoff Smart,,,,,,,False
Becky Albertalli,1982-11-17,,,Coming_of_age_novel; LGBT_literature; Young_adult_fiction,,,True
Brant Cooper,,,,,,,False
Sheryl Sandberg,1969-08-28,,,,,,True
Nell Scovell,,,,,,,True
Eric Ries,1978-09-22,,,,,,True
Alexandra Fuller,,,,,,,True
Dwayne Epstein,,,,,,,False
John Smith,1832-09-22,,,,,,True
Shotaro Ishinomori,1938-01-25,Japan,1998-01-28,Science_fiction,,,True
Alan Davis,,,,,,,True
Oliver Copiel,,,,,,,False
Paul Levitz,,,,,,,False
the DK staff,,,,,,,False
Greg Farshtey,1965-07-14,United States,,Children's_fiction; Fantasy_literature,,,True
Jolyton Yates,,,,,,,False
Jolyon Yates,,,,,,,False
Claire Sipi,,,,,,,False
DK Publishing,,,,,,,False
Daniel Lipkowitz,,,,,,,False
Simon Beecroft,,,,,,,False
Hannah Dolan,,,,,,,False
Kate Howard,,,,,,,False
William Shatner,1932-03-22,Canada,,,,,True
Walter Isaacson,1952-05-20,United States,,,,,True
Andrew Sean Greer,1970-11-21,,,Literary_Fiction,,,True
Lauren Myracle,1969-05-15,,,Young_adult_fiction,,,True
Chris Christie,1962-09-06,United States,,,,,True
Corey R. Lewandowski,,,,,,,False
David N. Bossie,,,,,,,False
Deena Kastor,1973-02-14,United States,,,,,True
Michelle Hamilton,1946-09-19,,,,,,True
Diane Keaton,1946-01-05,,,,,,True
Hervé Tullet,,,,,,,False
Gail Caldwell,,,,,,,False
Margarete Dos,,,,,,,False
Kerstin Lieff,,,,,,,False
Shaun Usher,,,,,,,False
Patrick Doughtie,,,,,,,False
John Perry,1945-03-13,Australia,,,,,True
Karen Abbott,,,,,,,False
Jeanine Pirro,1951-06-02,United States,,,,,True
Garrison Keillor,1942-08-07,United States,,Observational_humor,,,True
Ron Paul,,,,,,,True
Robin Talley,,,,,,,False
James Fox,,,,,,,True
Max Tegmark,1967-05-05,,,,,,True
Damien Echols,1974-12-11,,,,,,True
Sarah Colonna,1974-12-29,West Germany,,,,,True
Phil McGraw,1950-09-01,United States,,,,,True
Richard Winston,,,,,,,False
Jay Williams,1981-09-10,United States,,,,,True
Jennifer Arnold,,,,,,,False
Bill Klein,,,,,,,True
Peter Buffett,1958-05-04,United States,,,,,True
Tom Ferry,,,,,,,False
Laura Morton,,,,,,,False
Elizabeth Kaye,,,,,,,False
Ted Koppel,1940-02-08,England,,,,,True
Martha Hall Kelly,,,,,,,False
Dwight Jon Zimmerman,,,,,,,False
Saroo Brierley,,India,,,,,True
Greg Mortenson,,,,,,,True
Susan L. Roth,,,,,,,False
Anna Dewdney,1965-12-25,United States,2016-09-03,Juvenile_fiction,,,True
Brian McGilloway,,,,,,,False
Walter Mosley,,,,,,,False
Kwesi Johnson,,,,,,,False
Jason Gay,,,,,,,False
Dennis Lehane,1965-08-04,,,Crime_fiction; Mystery_fiction,,,True
Jesse Itzler,,,,,,,True
Reed Duncan,,,,,,,False
John Scalzi,1969-05-10,,,,,,True
Gabriel Rodriguez,,,,,,,True
Brian Floca,,United States,,Children's_literature,,,True
Mamare Touno,,,,,,,False
Kazuhiro Hara,,,,,,,False
Apostolos Doxiadis,,,,,,,False
Christos H. Papadimitriou,,,,,,,False
Alecos Papadatos,,,,,,,False
Annie Di Donna,,,,,,,False
Mackenzi Lee,,,,Historical_fiction; Non-fiction,,,True
Marcus Luttrell,,,,,,,True
Patrick Robinson,1994-08-13,England,,,,,True
Kazuo Koike,,,,,,,True
Goseki Kojima,,,,,,,True
Will Allison,1968-10-22,,,,,,True
Nelson Mandela,1918-07-18,South Africa,2013-12-05,,,,True
Jason Reynolds,1983-12-06,,,Young_adult_fiction,,,True
John Elder Robison,1957-08-13,United States,,,,,True
Beth Hoffman,,,,,,,False
Bruce Poon Tip,,,,,,,True
S. M. Stirling,1953-09-30,France,,Alternate_history; Fantasy; Science_fiction,,,True
Jason,,,,,,,True
Jennifer Donnelly,1963-08-16,United States,,Historical_fiction; Young_adult_fiction,,,True
Peter Lerangis,,United States,,,,,True
Ella Frances Sanders,,,,,,,False
A. L. Jackson,,,,,,,False
Sherry Petersik,,,,,,,False
John Petersik,,,,,,,False
Jenna Evans Welch,,,,,,,False
Marci Shimoff,,,,,,,False
Carol Kline,,,,,,,False
Ken Akamatsu,1968-07-05,Japan,,,,,True
Dorien Kelly,,,,,,,False
Rob Lowe,1964-03-17,,,,,,True
Garance Doré,1975-05-01,,,,,,True
Melissa Michaels,,,,,,,False
Rob Bell,,,,,,,True
David Rakoff,1964-11-27,,2012-08-09,,,,True
Betty DeGeneres,1930-05-20,,,,,,True
Bella Andre,,,,,,,True
Melissa Foster,,,,,,,False
Padma Lakshmi,1970-09-01,India,,,,,True
Jenny McCarthy,1974-01-11,,,,,,True
Yun Kouga,,,,,,,False
Rajat Paharia,,,,,,,False
Jessica Knoll,,,,,,,False
Joe Buck,1969-04-25,United States,,,,,True
Tom Brokaw,1940-02-06,United States,,,,,True
David Chang,1977-08-05,,,,,,True
Amy Bloom,,,,,,,False
Noelle Stevenson,,,,,,,False
Grace Ellis,,,,,,,False
Brooke Allen,,,,,,,False
Augusten Burroughs,1965-10-23,,,,,,True
Sara Shepard,,,,,,,False
Laurence Leamer,1941-10-30,,,American_politics,,,True
Anne Glenconner,,,,,,,False
Luanne Rice,1955-09-25,,,Fiction,,,True
Nicol Zanzarella,,,,,,,False
Jill Twiss,,,,,,,False
Marlon Bundo,,,,,,,True
Seth Numrich,1987-01-19,,,,,,True
Brian Pallino,,,,,,,False
Rumaan Alam,,,,Literary_fiction; Thriller_(genre),,,True
Abigail Revasch,,,,,,,False
Kathe Mazur,,,,,,,False
Robert Bailey,,,,,,,True
Monica Sweeney,,,,,,,False
Colum McCann,1965-02-28,Republic of Ireland,,Literary_fiction,,,True
Robert Glenister,1960-03-11,United Kingdom,,,,,True
Paper Peony Press,,,,,,,False
Jefferson Mays,1965-06-08,United States,,,,,True
Nia Long,1970-10-30,United States,,,,,True
Chris-Anne,,,,,,,False
Jim Kwik,,,,,,,False
Hay House,,,,,,,True
Jill McElmurry,,,2017-08-03,,,,True
Wil Wheaton,1972-07-29,,,,,,True
William Golding,,,,,,,True
Jana DeLeon,,,,,,,False
Robert Munsch,1945-06-11,,,Children's_literature,,,True
Sheila McGraw,,,,,,,False
Scott Merriman,,,,,,,False
Katie Koster,,,,,,,False
P. J. Ochlan,,United States,,,,,True
Hope Larson,,,,,,,False
Rhonda K. Garelick,,,,,,,False
Andrew Burstein,,,,,,,False
Nancy Isenberg,,,,,,,False
L. S. Hilton,,,,,,,False
Shinobu Otaka,,,,,,,False
Ilona Andrews,,,,,,,False
Clamp,,,,,,,True
Mary Pope Osborne,,,,,,,False
Mitsuki Mihara,,,,,,,False
MonRin,,,,,,,False
Rick Springfield,1949-08-23,Australia,,,,,True
Maria Dahvana Headley,1977-06-21,,,,,,True
Anthony Horowitz,1955-04-05,,,,,,True
Stephanie Land,,,,,,,True
J. Courtney Sullivan,,United States,,,,,True
Helen Simonson,,,,,,,False
Cecile Richards,1957-07-15,,,,,,True
Lauren Peterson,,,,,,,False
Michelle Phan,1987-04-11,United States,,,,,True
William H. McRaven,,,,,,,False
Manning Marable,1950-05-13,United States,2011-04-01,,,,True
John Romaniello,,,,,,,False
Adam Bornstein,,,,,,,False
James L. Swanson,1959-02-12,,,,,,True
Peter L. Bergen,,,,,,,False
William Kent Krueger,1950-11-16,United States,,Crime_fiction; Mystery_fiction,,,True
Archie Manning,,,,,,,True
John Underwood,,,,,,,True
Jeff Guinn,,,,,,,False
Gilbert Hernandez,,,,,,,False
Ellen Forney,1968-03-08,,,,,,True
Jenny Slate,1982-03-25,,,,,,True
Dean Fleischer-Camp,,,,,,,False
kim Hyung-min,,,,,,,False
Yang kyung-il,,,,,,,False
John Lewis,1836-02-24,Somerset,1928-06-08,,,,True
Andrew Aydin,1983-08-25,,,,,,True
Tou Ubukata,,,,,,,False
Michael Shelden,,,,,,,False
John Grogan,1961-02-24,England,,,,,True
Charlotte Pence,,,,,,,False
Pat Mills,,Canada,,,,,True
Kevin O'Neill,,,,,,,True
Susan Branch,1947-04-12,,,,,,True
Hillary Monahan,,,,,,,False
Mac Walters,,,,,,,False
Hokusei Katsushika,,,,,,,False
Takashi Nagasaki,1956-01-14,Japan,,,,,True
Jillian Michaels,1974-02-18,United States,,,,,True
Mariska van Aalst,,,,,,,False
Julia Child,1912-08-15,,2004-08-13,,,,True
Simone Beck,1904-07-07,Normandy,1991-12-20,,,,True
Louisette Bertholle,1905-10-26,,1999-11-26,,,,True
Howard Marks,1945-08-13,United Kingdom,2016-04-10,,,,True
Rosalind Wiseman,,,,,,,True
Karl Marlantes,1944-12-24,,,,,,True
Art Spiegelman,,,,,,,False
Craig Alanson,,,,,,,False
Boaz Yakin,1966-06-20,United States,,,,,True
Sheldon Lettich,,,,,,,False
Ed Vere,,United Kingdom,,Children's_literature,,,True
NaRae Lee,,,,,,,False
Gabrielle Bernstein,,,,,,,True
Jennifer Crusie,,,,,,,False
Lori Gottlieb,,,,,,,False
Hajime Asano,,,,,,,False
Neet,,,,,,,False
Katharine Hepburn,1907-05-12,,2003-06-29,,,,True
Ricky Martin,1971-12-24,United States,,,,,True
Patrick McDonnell,,Republic of Ireland,,,,,True
Jesse Andrews,,,,,,,True
Martin Greenfield,1928-08-09,Ukraine,,,,,True
Wynton Hall,,,,,,,False
John Doerr,1951-06-29,United States,,,,,True
Betsy Cornwell,,,,,,,False
Edgar Cantero,1981-05-27,Spain,,,,,True
Anthony William,,,,,,,True
Paul Kemprecos,,,,,,,False
Roger Bennett,1970-09-14,United Kingdom,,,,,True
Michael Davies,1936-03-13,United Kingdom,2004-09-25,,,,True
Michael Bamberger,,,,,,,False
Rhoda Janzen,,,,,,,False
Brian Herbert,,,,,,,False
Gianluigi Nuzzi,1969-06-03,Italy,,,,,True
Meg Medina,1963-06-11,,,,,,True
Ted Kerasote,,,,,,,False
Jeni Stepanek,,,,,,,False
Larry Lindner,,,,,,,False
Roland Lazen,,,,,,,False
Michael Symon,1969-09-19,United States,,,,,True
Douglas Trattner,,,,,,,False
Richard Preston,1954-08-05,,,,,,True
Chris Tebbetts,,,,,,,False
Tomu Ohmi,,,,,,,False
Livia Blackburne,,,,,,,False
Mike Golic,,,,,,,False
Andrew Chaikivsky,,,,,,,False
Miley Cyrus,1992-11-23,,,,,,True
Bisco Hatori,,,,,,,True
Matt Kindt,,,,,,,False
Katy Evans,1976-03-03,,,Romance_novel,,,True
Stephanie Milton,,,,,,,False
Paul Soares,,,,,,,False
Jr,,,,,,,False
Matthew Needler,,,,,,,False
Phil Southam,,,,,,,False
Jordan Maron,1992-02-10,,,,,,True
Nick Farwell,,,,,,,False
Tracey Baptiste,1972-03-07,Trinidad and Tobago,,,,,True
Max Brooks,1972-05-22,,,,,,True
Peter De Jonge,,,,,,,False
Chris Stewart,1982-02-19,,,,,,True
Ted Stewart,,United States,,,,,True
Garry Leach,,,,,,,False
Chuck Austen,,,,,,,True
Hannah Beck,,,,,,,False
Christy Beam,,,,,,,False
Issa Rae,,,,,,,True
Ann B. Ross,,United States,,Cozy_mystery,,,True
Kay Robertson,1947-12-21,,,,,,True
Chrys Howard,,,,,,,False
Kathryn Fox,1975-05-31,,,,,,True
Seth Goldman,,,,,,,True
Barry Nalebuff,1958-07-11,,,,,,True
Ema Toyama,,,,,,,False
Daniel Clowes,1961-04-14,,,,,,True
Margaret McHeyzer,,,,,,,False
Yoshikazu Yasuhiko,1947-12-09,,,,,,True
Hajime Yatate,,,,,,,False
Michael Saylor,,,,,,,False
Tyra Banks,1973-12-04,,,,,,True
Cynthia W. Lett,,,,,,,False
Emma Straub,,United States,,,,,True
Aziz Ansari,1983-02-23,,,,,,True
Eric Klinenberg,,,,,,,False
Jean (Moebius) Giraud,,,,,,,False
Dave Isay,,,,,,,False
Sanjay Gupta,,,,,,,True
Suze Orman,1951-06-05,United States,,,,,True
Joe John Duran,,,,,,,False
Tony Robbins,,,,,,,True
Lisi Harrison,1970-07-29,,,Fiction,,,True
Okayado,,,,,,,False
artists,,,,,,,False
Marjorie Liu,,,,,,,False
Sana Takeda,,,,,,,True
MarcyKate Connolly,,,,,,,False
Matthew Van Fleet,,,,,,,False
Laurann Dohner,,,,,,,False
Stuart Gibbs,,,,,,,True
Clare Vanderpool,,,,,,,True
Susanna Leonard Hill,,,,,,,False
Tom Gauld,,United Kingdom,,,,,True
Michael Chabon,1963-05-24,,,,,,True
Adam Silvera,,,,,,,False
Rachel Caine,,,,,,,True
Nick Spencer,,,,,,,False
Joe Eisma,,,,,,,False
Andy Cohen,1965-03-16,,,,,,True
Steve Poizner,1957-01-04,United States,,,,,True
David Petersen,1977-07-04,United States,,,,,True
Richard Atwater,1896-09-13,,1979-08-23,,,,True
Florence Atwater,1896-09-13,,1979-08-23,,,,True
Tom Perrotta,1961-08-13,United States,,,,,True
Jennifer Chiaverini,,,,,,,True
G. Willow Wilson,,,,,,,False
Adrian Alphona,,,,,,,False
Jacob Wyatt,,,,,,,False
Takeshi Miyazawa,,,,,,,False
Deepak Chopra,1946-10-22,British Raj,,,,,True
Gabriel Tallent,,,,,,,False
Rip Esselstyn,1963-02-16,United States of America,,,,,True
Jamie Lee Curtis,1958-11-22,,,,,,True
Elena Ferrante,,,,Literary_fiction,,,True
Gregg Allman,,,,,,,True
John Updike,1932-03-18,,2009-01-27,Literary_realism,,,True
Ronda Rousey,1987-02-01,United States,,,,,True
Maria Burns Ortiz,,,,,,,False
Kevin Henkes,1960-11-27,United States,,Children's_literature,,,True
Gianna Angelopoulos,,,,,,,False
Kohei Horikoshi,,,,,,,False
Cynthia Hand,,,,,,,False
Brodi Ashton,,,,,,,False
Jodi Meadows,,,,,,,False
Gloria Steinem,1934-03-25,United States,,,,,True
Howard Dully,1948-11-30,United States,,,,,True
Charles Fleming,1887-02-28,,1918-09-22,,,,True
Dick Van Dyke,,,,,,,True
Dave Liniger,,,,,,,False
Kate Betts,,,,,,,False
Kourtney Kardashian,1979-04-18,United States,,,,,True
Kim Kardashian,1980-10-21,United States,,,,,True
Khloé Kardashian,1984-06-27,United States,,,,,True
Stanley McChrystal,,,,,,,True
Rick Bragg,1959-07-26,,,,,,True
Elizabeth Smart,1913-12-27,Canada,1986-03-04,,,,True
Karl Ove Knausgaard,,,,,,,False
M. O. Walsh,,,,,,,False
Angie Martinez,1971-01-09,United States,,Hip_hop_music; Latino_rap,,,True
Roger Moore,,,,,,,True
Rachael Ray,,,,,,,True
Viktor E. Frankl,,,,,,,False
Brian L. Weiss,,,,,,,False
Brian L. Weiss .,,,,,,,False
Stephen Wiacek,,,,,,,False
Elton John,,,,,,,True
Taron Egerton,1989-11-10,United Kingdom,,,,,True
Sarah Coomes,,,,,,,False
Stephanie Winston Wolkoff,1971-01-21,,,,,,True
Ron McLarty,1947-04-26,United States,2020-02-08,,,,True
Silvia Moreno-Garcia,1981-04-25,Mexico,,Speculative_fiction,,,True
Frankie Corzo,,,,,,,False
Adam Gasiewski,,,,,,,False
Carol S. Dweck,,,,,,,False
James Chandler,,,,,,,False
Jesse Bernstein,,,,,,,False
Yasmin Boland,,,,,,,False
Lindsay Marcott,,,,,,,False
Happy Toddlerz,,,,,,,False
Crystal Radke,,,,,,,False
Wonder House Books,,,,,,,False
Tanya Emelyanova,,,,,,,False
Caleb D. Cook,,,,,,,False
Ruth Bader Ginsburg,,,,,,,False
Mary Hartnett,,,,,,,False
Wendy W. Williams,,,,,,,False
Linda Lavin,1937-10-15,,,,,,True
Oyinkan Braithwaite,,Nigeria,,,,,True
Hall H. Pearson Education,,,,,,,False
Alberta Hutchinson,,,,,,,False
Masashi Kishimoto,1974-11-08,Japan,,,,,True
Nathan Hale,1755-06-06,,,,,,True
Billy Graham,,,,,,,True
Karen Cleveland,,,,,,,False
Margo Jefferson,1947-10-17,,,,,,True
Neil Patrick Harris,1973-06-15,United States,,,,,True
David Javerbaum,,,,,,,True
Josh Dysart,,,,,,,False
Cliff Chiang,,,,,,,False
Osamu Takahashi,,,,,,,False
Yoshiyuki Sadamoto,1962-01-29,,,,,,True
Rosanna Pansino,1985-06-08,,,,,,True
Jeanne Ryan,,,,,,,False
Joseph O'Neill,1964-02-23,Republic of Ireland,,,,,True
Steve Silberman,,,,,,,True
Sarah MacLean,1978-12-17,United States,,Historical_fiction; Romance_novel; Young_Adult_fiction,,,True
Marty Smith,,,,,,,True
Jan Pol,,,,,,,True
Alec Baldwin,1958-04-03,United States,,,,,True
Mark Cotta Vaz,,,,,,,True
Mike Miller,1980-02-19,United States,,,,,True
Sean Ryan,,,,,,,True
Marv Wolfman,,,,,,,True
George Perez,1937-12-29,,,,,,True
Edward Rutherfurd,,Norman England,,,,,True
Sheila Weller,,,,,,,False
Stassi Schroeder,1988-06-24,,,,,,True
Keiichi Arawi,,,,,,,True
Nicky Haslam,1939-09-27,United Kingdom,,,,,True
Marisha Pessl,1977-10-26,United States,,Literary_fiction,,,True
David Carr,1956-09-08,,2015-02-12,,,,True
Jason Segel,1980-01-18,United States,,,,,True
Kirsten Miller,,,,,,,False
Andrea Cremer,,,,,,,False
Eddy Barrows,,,,,,,True
Charles Frazier,1950-11-04,,,Historical_fiction,,,True
Dan Baum,1956-02-18,United States,2020-10-08,,,,True
Hosana Tanaka,,,,,,,False
Gary Shapiro,,,,,,,False
Paulo Herique,,,,,,,False
Paul Lee,1952-05-30,United Kingdom,,,,,True
Naoshi Komi,,,,,,,True
Mitt Romney,1947-03-12,,,,,,True
Robert Weintraub,,,,,,,False
Buzz Aldrin,1930-01-20,United States,,,,,True
Ken Abraham,,,,,,,False
Mark Owen,1972-01-27,Lancashire,,Alternative_rock; Electronic_music; Pop_music; Pop_rock; Rock_music; Soft_rock,,,True
Kevin Maurer,,,,,,,False
Yuu Kamiya,,,,,,,False
Mashiro Hiiragi,,,,,,,False
Naomi Klein,1970-05-08,,,,,,True
Deborah Crombie,,,,,,,False
Nico Tanigawa,,,,,,,False
Greta Thunberg,2003-01-03,Sweden,,,,,True
Glenn Greenwald,1967-03-06,,,,,,True
Tina Payne Bryson,,,,,,,False
Atsuko Asano,1954-09-14,Japan,,,,,True
Hinoki Kino,,,,,,,False
NOFX,,,,Melodic_hardcore; Pop_punk; Punk_rock; Ska_punk; Skate_punk,,,True
Jeff Alulis,,,,,,,False
Adachitoka,,Japan,,,,,True
Scott Jurek,1973-10-26,,,,,,True
Jenny Jurek,,,,,,,False
Alan Cumming,1965-01-27,Scotland,,,,,True
Adam Carolla,1964-05-27,,,,,,True
Lena Dunham,1986-05-13,,,,,,True
J. T. Waldman,,,,,,,False
Nick Schuyler,,,,,,,False
Jeré Longman,,,,,,,False
Andra Watkins,,,,,,,False
Connor Franta,1992-09-12,,,,,,True
Alison Roman,1985-09-01,United States,,,,,True
Ryan Blair,1977-07-14,,,,,,True
Irin Carmon,,,,,,,True
Shana Knizhnik,,,,,,,False
Rocco DiSpirito,1966-11-19,United States,,,,,True
Brian Dennis,,,,,,,False
Mary Nethery,,,,,,,False
Kir Larson,,,,,,,False
Richard H. Thaler,,,,,,,False
Cass R. Sunstein,,,,,,,False
Ian McEwan,,,,,,,True
Zadie Smith,1975-10-25,United Kingdom,,,,,True
Crispin Boyer,,,,,,,False
Catherine Hughes,1933-09-24,United Kingdom,2014-12-10,,,,True
Franco Tempesta,,,,,,,False
David Aguilar,,,,,,,False
Amy Shields,1990-03-07,United States,,,,,True
Glenn Livingston,,,,,,,False
Mary Burton,,,,,,,False
Chris Voss,1957-11-28,,,,,,True
Tahl Raz,,,,,,,False
Michael Kramer,,,,,,,True
Never Split the Difference: Negotiating as if Your Life Depended on It,,,,,,,False
Elie Wiesel,,,,,,,False
L. T. Ryan,,,,,,,False
Debbie Herbert,,,,,,,False
Minnie Birdsong,,,,,,,False
Gallup,,,,,,,True
Blair Brown,1946-04-23,,,,,,True
Pete Souza,1954-12-31,United States,,,,,True
Glenn Thrush,1967-04-06,,,,,,True
Nick Tate,1942-06-18,Australia,,,,,True
Dean R. Koontz,1945-07-09,,,Fantasy_literature; Horror_fiction; Science_fiction; Thriller_(genre),,,True
Queenie Chan,,,,,,,False
Laura Ingraham,1963-06-19,United States,,,,,True
Raymond Arroyo,1970-09-20,,,,,,True
Beth Ostrosky Stern,,,,,,,False
George Takei,1937-04-20,United States,,,,,True
Angela Liddon,,,,,,,False
Gary D. Schmidt,1957-04-14,,,,,,True
Bruce Feirstein,,,,,,,True
Ian Falconer,,,,,,,False
Jodie Shepherd,,,,,,,False
Milan Matra,,,,,,,False
Tom King,1978-07-15,,,Science_fiction; Superhero_fiction,,,True
Barna Bagenda,,,,,,,False
Eula Biss,,,,Non-fiction,,,True
Amy Purdy,,,,,,,False
Angie Thomas,1988-09-20,United States,,Middle_Grade; Young_Adult_Fiction,,,True
Tracey Garvis-Graves,,,,,,,False
John L. Parker Jr,,,,,,,False
David Maraniss,,,,,,,True
Mimi Alford,1943-05-07,United States,,,,,True
Daniel T. Thomsen,,,,,,,True
Corinna Bechko,,,,,,,False
Kalinda Vazquez,,,,,,,False
Kendare Blake,,South Korea,,,,,True
David Nicholls,1943-12-08,Norfolk,2008-06-10,,,,True
Josie Silver,,,,,,,False
the members of One Direction,,,,,,,False
Candace Bushnell,1958-12-01,United States,,,,,True
Isabel Greenberg,,,,,,,False
Nancy Bush,,,,,,,False
Jonathan Tropper,1970-02-19,,,,,,True
Jay Parini,1948-04-02,,,,,,True
B. J. Novak,1979-07-31,United States,,,,,True
Jasper Fforde,1961-01-11,United Kingdom,,Alternative_history; Comic_fantasy,,,True
Denise Grover Swank,,,,,,,False
Eiichiro Oda,,,,,,,False
the editors of Martha Stewart Living,,,,,,,False
William R. Forstchen,1950-10-11,United States,,,,,True
Gary Keller,,,,,,,True
Jay Papasan,,,,,,,True
Ann Voskamp,1973-08-10,,,Gen_X; Memoir,,,True
ONE,,,,,,,True
Yusuke Murata,,,,,,,True
Andre Agassi,1970-04-29,,,,,,True
Charlene Li,,,,,,,False
Kitty Kelley,1942-04-04,,,,,,True
Sanjay Jain,1962-05-17,,,,,,True
Piper Kerman,1969-09-28,United States,,,,,True
Ichigo Takano,1986-01-11,Japan,,,,,True
Karen Traviss,,,,Science_fiction,,,True
Izumi Tsubaki,,,,,,,True
Bob Orr,1946-10-11,,,,,,True
Loren Long,,,,Picture_books,,,True
Aya Kanno,,,,,,,True
Laura Bush,1946-11-04,,,,,,True
Jenna Bush Hager,1981-11-25,United States,,,,,True
Robert D. Putnam,1941-01-09,,,,,,True
Christopher Dickey,1951-08-31,,2020-07-16,,,,True
Kent Haruf,1943-02-24,United States,2014-11-30,Fiction,,,True
Paul Azaceta,,,,,,,False
Sean Parnell,1962-11-19,,,,,,True
John R. Bruning,,,,,,,False
Michele Cook,,,,,,,False
Mimi Pond,,,,,,,True
Jonathan Van Ness,1987-03-28,United States,,,,,True
Eric Shanower,,,,,,,True
Skottie Young,,,,,,,True
Kate Reading,,,,,,,False
Nick J. Tate,,,,,,,False
Richard Ferrone,,,,,,,False
John Steinbeck,1902-02-27,,1968-12-20,,,,True
Bonnie Worth,,,,,,,False
Timothy Snyder,,United States,,,,,True
Owen King,1977-02-21,United States,,,,,True
Eleanor Tomlinson,1992-05-19,England,,,,,True
Charlie Anson,,,,,,,False
Joe Barrett,,,,,,,True
Imogen Church,,,,,,,False
Karen M. McManus,,,,,,,False
Kim Mai Guest,,,,,,,True
MacLeod Andrews,,,,,,,False
Shannon McManus,,,,,,,False
Robbie Daymond,1982-03-11,,,,,,True
Lydia Kang,,,,Nonfiction; Science_fiction; Star_Wars; Young_adult_fiction,,,True
Bailey Carr,,,,,,,False
Rich Orlow,,,,,,,False
Shannon Olsen,,,,,,,False
Malcolm Gladwell (Narrator,,,,,,,False
Raj Haldar,,,,,,,False
Chris Carpenter,,,,,,,True
Naomi Kleinberg,,,,,,,False
Christopher Moroney,,,,,,,False
Jenny Han,,United States,,Young_adult_fiction,,,True
Travis Beacham,,United States,,,,,True
Sean Chen,,,,,,,True
Jason Matthews,1975-03-13,United Kingdom,,,,,True
Guillermo del Toro,,,,,,,True
Cornelia Funke,1958-12-10,West Germany,,Adventure; Fantasy,,,True
Jun Mochizuki,,,,,,,True
David Ortiz,,,,,,,True
Michael Holley,1970-02-26,,,,,,True
Peter Clines,,,,,,,True
Parker Curry,,,,,,,False
Jessica Curry,,,,,,,True
Joe Posnanski,1967-01-08,United States,,,,,True
Paul Spiegelman,,,,,,,False
Britt Berrett,,,,,,,False
Ted Bell,,,,Suspense,,,True
Philip Norman,1842-07-09,United Kingdom,1931-05-17,,,,True
Paula Deen,,,,,,,False
Melissa Clark,,United States,,,,,True
Charlotte Smith,,,,,,,True
Sara Pennypacker,,,,,,,False
Phil Town,1948-09-21,,,,,,True
Chester Brown,1960-05-16,,,,,,True
